order_id,date,weekday,week,order_type,region,status,delivery_time_min,sla_met
101612,2026-05-03,Tue,W3,Scheduled,East,On Time,26,1
101613,2026-05-03,Tue,W3,Scheduled,East,On Time,28,1
101614,2026-05-03,Tue,W3,Scheduled,Central,On Time,27,1
101615,2026-05-03,Tue,W3,Scheduled,West,On Time,24,1
101616,2026-05-03,Tue,W3,On-Demand,South,On Time,18,1
101617,2026-05-03,Tue,W3,On-Demand,West,On Time,26,1
101618,2026-05-03,Tue,W3,On-Demand,North,On Time,27,1
101619,2026-05-03,Tue,W3,On-Demand,Central,On Time,27,1
101620,2026-05-03,Tue,W3,On-Demand,Central,On Time,30,1
101621,2026-05-03,Tue,W3,On-Demand,North,On Time,19,1
101622,2026-05-03,Tue,W3,On-Demand,Central,On Time,20,1
101623,2026-05-03,Tue,W3,On-Demand,West,On Time,18,1
101624,2026-05-03,Tue,W3,On-Demand,North,On Time,23,1
101625,2026-05-03,Tue,W3,On-Demand,South,On Time,24,1
101626,2026-05-03,Tue,W3,On-Demand,West,Late,55,0
101627,2026-05-03,Tue,W3,On-Demand,Central,On Time,30,1
101628,2026-05-04,Wed,W3,Scheduled,East,On Time,20,1
101629,2026-05-04,Wed,W3,Scheduled,North,On Time,21,1
101630,2026-05-04,Wed,W3,Scheduled,West,On Time,26,1
101631,2026-05-04,Wed,W3,Scheduled,North,On Time,18,1
101632,2026-05-04,Wed,W3,Scheduled,Central,On Time,19,1
101633,2026-05-04,Wed,W3,Scheduled,South,On Time,28,1
101634,2026-05-04,Wed,W3,Scheduled,West,On Time,23,1
101635,2026-05-04,Wed,W3,Scheduled,West,On Time,20,1
101636,2026-05-04,Wed,W3,Scheduled,East,On Time,22,1
101637,2026-05-04,Wed,W3,Scheduled,Central,On Time,24,1
101638,2026-05-04,Wed,W3,Scheduled,West,On Time,22,1
101639,2026-05-04,Wed,W3,Scheduled,Central,On Time,24,1
101640,2026-05-04,Wed,W3,Scheduled,South,On Time,25,1
101641,2026-05-04,Wed,W3,Scheduled,West,On Time,26,1
101642,2026-05-04,Wed,W3,Scheduled,Central,On Time,22,1
101643,2026-05-04,Wed,W3,Scheduled,West,On Time,29,1
101644,2026-05-04,Wed,W3,Scheduled,North,On Time,28,1
101645,2026-05-04,Wed,W3,Scheduled,South,On Time,25,1
101646,2026-05-04,Wed,W3,Scheduled,West,On Time,26,1
101647,2026-05-04,Wed,W3,Scheduled,Central,On Time,30,1
101648,2026-05-04,Wed,W3,Scheduled,North,On Time,28,1
101649,2026-05-04,Wed,W3,Scheduled,North,On Time,28,1
101650,2026-05-04,Wed,W3,Scheduled,West,On Time,20,1
101651,2026-05-04,Wed,W3,Scheduled,North,On Time,24,1
101652,2026-05-04,Wed,W3,Scheduled,East,On Time,21,1
101653,2026-05-04,Wed,W3,Scheduled,West,On Time,18,1
101654,2026-05-04,Wed,W3,Scheduled,Central,On Time,24,1
101655,2026-05-04,Wed,W3,Scheduled,Central,On Time,22,1
101656,2026-05-04,Wed,W3,Scheduled,South,On Time,30,1
101657,2026-05-04,Wed,W3,Scheduled,North,On Time,25,1
101658,2026-05-04,Wed,W3,Scheduled,Central,On Time,28,1
101659,2026-05-04,Wed,W3,Scheduled,Central,On Time,18,1
101660,2026-05-04,Wed,W3,Scheduled,South,On Time,29,1
101661,2026-05-04,Wed,W3,Scheduled,North,On Time,28,1
101662,2026-05-04,Wed,W3,Scheduled,North,On Time,28,1
101663,2026-05-04,Wed,W3,Scheduled,West,Late,39,0
101664,2026-05-04,Wed,W3,Scheduled,West,On Time,24,1
101665,2026-05-04,Wed,W3,Scheduled,North,On Time,26,1
101666,2026-05-04,Wed,W3,Scheduled,North,On Time,19,1
101667,2026-05-04,Wed,W3,Scheduled,Central,On Time,29,1
101668,2026-05-04,Wed,W3,Scheduled,East,On Time,23,1
101669,2026-05-04,Wed,W3,Scheduled,South,Late,50,0
101670,2026-05-04,Wed,W3,Scheduled,Central,On Time,24,1
101671,2026-05-04,Wed,W3,Scheduled,West,On Time,20,1
101672,2026-05-04,Wed,W3,Scheduled,North,On Time,26,1
101673,2026-05-04,Wed,W3,Scheduled,North,On Time,23,1
101674,2026-05-04,Wed,W3,Scheduled,Central,On Time,22,1
101675,2026-05-04,Wed,W3,Scheduled,East,On Time,27,1
101676,2026-05-04,Wed,W3,Scheduled,Central,On Time,24,1
101677,2026-05-04,Wed,W3,Scheduled,East,On Time,21,1
101678,2026-05-04,Wed,W3,Scheduled,Central,Late,45,0
101679,2026-05-04,Wed,W3,Scheduled,North,On Time,25,1
101680,2026-05-04,Wed,W3,Scheduled,South,On Time,24,1
101681,2026-05-04,Wed,W3,Scheduled,East,On Time,21,1
101682,2026-05-04,Wed,W3,Scheduled,Central,On Time,23,1
101683,2026-05-04,Wed,W3,Scheduled,East,On Time,29,1
101684,2026-05-04,Wed,W3,Scheduled,West,On Time,19,1
101685,2026-05-04,Wed,W3,Scheduled,North,On Time,23,1
101686,2026-05-04,Wed,W3,Scheduled,West,On Time,20,1
101687,2026-05-04,Wed,W3,Scheduled,Central,On Time,21,1
101688,2026-05-04,Wed,W3,Scheduled,South,On Time,29,1
101689,2026-05-04,Wed,W3,Scheduled,South,On Time,21,1
101690,2026-05-04,Wed,W3,Scheduled,South,On Time,22,1
101691,2026-05-04,Wed,W3,Scheduled,Central,On Time,21,1
101692,2026-05-04,Wed,W3,Scheduled,North,On Time,30,1
101693,2026-05-04,Wed,W3,Scheduled,West,On Time,19,1
101694,2026-05-04,Wed,W3,Scheduled,Central,On Time,30,1
101695,2026-05-04,Wed,W3,Scheduled,East,Cancelled,0,0
101696,2026-05-04,Wed,W3,Scheduled,Central,On Time,25,1
101697,2026-05-04,Wed,W3,Scheduled,South,On Time,25,1
101698,2026-05-04,Wed,W3,Scheduled,East,Cancelled,0,0
101699,2026-05-04,Wed,W3,Scheduled,Central,On Time,30,1
101700,2026-05-04,Wed,W3,Scheduled,West,On Time,26,1
101701,2026-05-04,Wed,W3,Scheduled,North,On Time,26,1
101702,2026-05-04,Wed,W3,Scheduled,South,On Time,24,1
101703,2026-05-04,Wed,W3,Scheduled,Central,On Time,19,1
101704,2026-05-04,Wed,W3,Scheduled,North,On Time,29,1
101705,2026-05-04,Wed,W3,Scheduled,West,On Time,21,1
101706,2026-05-04,Wed,W3,Scheduled,East,On Time,23,1
101707,2026-05-04,Wed,W3,Scheduled,South,On Time,22,1
101708,2026-05-04,Wed,W3,Scheduled,East,On Time,21,1
101709,2026-05-04,Wed,W3,Scheduled,East,On Time,27,1
101710,2026-05-04,Wed,W3,Scheduled,West,On Time,25,1
101711,2026-05-04,Wed,W3,Scheduled,East,On Time,29,1
101712,2026-05-04,Wed,W3,Scheduled,East,On Time,24,1
101713,2026-05-04,Wed,W3,Scheduled,South,On Time,27,1
101714,2026-05-04,Wed,W3,Scheduled,North,Rescheduled,0,0
101715,2026-05-04,Wed,W3,Scheduled,South,On Time,30,1
101716,2026-05-04,Wed,W3,Scheduled,South,On Time,24,1
101717,2026-05-04,Wed,W3,Scheduled,South,On Time,29,1
101718,2026-05-04,Wed,W3,Scheduled,South,On Time,18,1
101719,2026-05-04,Wed,W3,Scheduled,Central,On Time,20,1
101720,2026-05-04,Wed,W3,Scheduled,West,On Time,23,1
101721,2026-05-04,Wed,W3,Scheduled,Central,On Time,26,1
101722,2026-05-04,Wed,W3,Scheduled,South,On Time,19,1
101723,2026-05-04,Wed,W3,Scheduled,West,On Time,22,1
101724,2026-05-04,Wed,W3,Scheduled,West,On Time,19,1
101725,2026-05-04,Wed,W3,Scheduled,East,On Time,22,1
101726,2026-05-04,Wed,W3,Scheduled,East,On Time,26,1
101727,2026-05-04,Wed,W3,On-Demand,North,On Time,24,1
101728,2026-05-04,Wed,W3,On-Demand,Central,On Time,28,1
101729,2026-05-04,Wed,W3,On-Demand,Central,On Time,27,1
101730,2026-05-04,Wed,W3,On-Demand,East,On Time,30,1
101731,2026-05-04,Wed,W3,On-Demand,Central,On Time,28,1
101732,2026-05-04,Wed,W3,On-Demand,West,On Time,29,1
101733,2026-05-04,Wed,W3,On-Demand,West,Late,40,0
101734,2026-05-04,Wed,W3,On-Demand,South,On Time,20,1
101735,2026-05-04,Wed,W3,On-Demand,West,On Time,23,1
101736,2026-05-04,Wed,W3,On-Demand,West,On Time,27,1
101737,2026-05-04,Wed,W3,On-Demand,North,On Time,19,1
101738,2026-05-04,Wed,W3,On-Demand,East,On Time,21,1
101739,2026-05-04,Wed,W3,On-Demand,East,On Time,22,1
101740,2026-05-04,Wed,W3,On-Demand,East,On Time,24,1
101741,2026-05-05,Thu,W3,Scheduled,East,On Time,30,1
101742,2026-05-05,Thu,W3,Scheduled,West,On Time,26,1
101743,2026-05-05,Thu,W3,Scheduled,North,On Time,20,1
101744,2026-05-05,Thu,W3,Scheduled,East,On Time,21,1
101745,2026-05-05,Thu,W3,Scheduled,North,On Time,29,1
101746,2026-05-05,Thu,W3,Scheduled,North,On Time,24,1
101747,2026-05-05,Thu,W3,Scheduled,Central,On Time,25,1
101748,2026-05-05,Thu,W3,Scheduled,West,On Time,30,1
101749,2026-05-05,Thu,W3,Scheduled,North,On Time,19,1
101750,2026-05-05,Thu,W3,Scheduled,North,On Time,20,1
101751,2026-05-05,Thu,W3,Scheduled,East,On Time,24,1
101752,2026-05-05,Thu,W3,Scheduled,East,On Time,29,1
101753,2026-05-05,Thu,W3,Scheduled,South,On Time,20,1
101754,2026-05-05,Thu,W3,Scheduled,North,On Time,20,1
101755,2026-05-05,Thu,W3,Scheduled,East,On Time,23,1
101756,2026-05-05,Thu,W3,Scheduled,Central,On Time,25,1
101757,2026-05-05,Thu,W3,Scheduled,West,On Time,26,1
101758,2026-05-05,Thu,W3,Scheduled,Central,On Time,29,1
101759,2026-05-05,Thu,W3,Scheduled,West,On Time,27,1
101760,2026-05-05,Thu,W3,Scheduled,Central,On Time,28,1
101761,2026-05-05,Thu,W3,Scheduled,Central,On Time,28,1
101762,2026-05-05,Thu,W3,Scheduled,West,On Time,23,1
101763,2026-05-05,Thu,W3,Scheduled,North,On Time,30,1
101764,2026-05-05,Thu,W3,Scheduled,West,On Time,23,1
101765,2026-05-05,Thu,W3,Scheduled,North,On Time,22,1
101766,2026-05-05,Thu,W3,Scheduled,South,On Time,30,1
101767,2026-05-05,Thu,W3,Scheduled,Central,On Time,25,1
101768,2026-05-05,Thu,W3,Scheduled,West,On Time,25,1
101769,2026-05-05,Thu,W3,Scheduled,West,On Time,30,1
101770,2026-05-05,Thu,W3,Scheduled,South,On Time,27,1
101771,2026-05-05,Thu,W3,Scheduled,East,On Time,26,1
101772,2026-05-05,Thu,W3,Scheduled,West,On Time,26,1
101773,2026-05-05,Thu,W3,Scheduled,West,On Time,20,1
101774,2026-05-05,Thu,W3,Scheduled,East,On Time,21,1
101775,2026-05-05,Thu,W3,Scheduled,South,On Time,28,1
101776,2026-05-05,Thu,W3,Scheduled,Central,On Time,30,1
101777,2026-05-05,Thu,W3,Scheduled,East,On Time,28,1
101778,2026-05-05,Thu,W3,Scheduled,Central,On Time,29,1
101779,2026-05-05,Thu,W3,Scheduled,South,On Time,24,1
101780,2026-05-05,Thu,W3,Scheduled,South,On Time,20,1
101781,2026-05-05,Thu,W3,Scheduled,West,On Time,28,1
101782,2026-05-05,Thu,W3,Scheduled,Central,On Time,22,1
101783,2026-05-05,Thu,W3,Scheduled,North,On Time,23,1
101784,2026-05-05,Thu,W3,Scheduled,North,On Time,26,1
101785,2026-05-05,Thu,W3,Scheduled,East,On Time,19,1
101786,2026-05-05,Thu,W3,Scheduled,West,On Time,29,1
101787,2026-05-05,Thu,W3,Scheduled,North,On Time,21,1
101788,2026-05-05,Thu,W3,Scheduled,South,On Time,25,1
101789,2026-05-05,Thu,W3,Scheduled,West,On Time,22,1
101790,2026-05-05,Thu,W3,Scheduled,East,Late,32,0
101791,2026-05-05,Thu,W3,Scheduled,South,On Time,30,1
101792,2026-05-05,Thu,W3,Scheduled,West,On Time,30,1
101793,2026-05-05,Thu,W3,Scheduled,South,On Time,25,1
101794,2026-05-05,Thu,W3,Scheduled,West,On Time,22,1
101795,2026-05-05,Thu,W3,Scheduled,South,On Time,19,1
101796,2026-05-05,Thu,W3,Scheduled,South,On Time,25,1
101797,2026-05-05,Thu,W3,Scheduled,South,On Time,18,1
101798,2026-05-05,Thu,W3,Scheduled,North,On Time,30,1
101799,2026-05-05,Thu,W3,Scheduled,West,On Time,21,1
101800,2026-05-05,Thu,W3,Scheduled,East,On Time,22,1
101801,2026-05-05,Thu,W3,Scheduled,North,On Time,29,1
101802,2026-05-05,Thu,W3,Scheduled,Central,On Time,26,1
101803,2026-05-05,Thu,W3,Scheduled,East,On Time,25,1
101804,2026-05-05,Thu,W3,Scheduled,South,On Time,18,1
101805,2026-05-05,Thu,W3,Scheduled,East,Late,44,0
101806,2026-05-05,Thu,W3,Scheduled,East,On Time,30,1
101807,2026-05-05,Thu,W3,Scheduled,South,On Time,24,1
101808,2026-05-05,Thu,W3,Scheduled,Central,On Time,18,1
101809,2026-05-05,Thu,W3,Scheduled,Central,On Time,25,1
101810,2026-05-05,Thu,W3,Scheduled,North,On Time,30,1
101811,2026-05-05,Thu,W3,Scheduled,North,On Time,25,1
101812,2026-05-05,Thu,W3,Scheduled,North,On Time,23,1
101813,2026-05-05,Thu,W3,Scheduled,South,On Time,28,1
101814,2026-05-05,Thu,W3,Scheduled,North,On Time,30,1
101815,2026-05-05,Thu,W3,Scheduled,East,On Time,21,1
101816,2026-05-05,Thu,W3,Scheduled,East,Cancelled,0,0
101817,2026-05-05,Thu,W3,Scheduled,South,On Time,25,1
101818,2026-05-05,Thu,W3,Scheduled,East,On Time,24,1
101819,2026-05-05,Thu,W3,Scheduled,North,On Time,22,1
101820,2026-05-05,Thu,W3,Scheduled,Central,On Time,25,1
101821,2026-05-05,Thu,W3,Scheduled,West,On Time,29,1
101822,2026-05-05,Thu,W3,Scheduled,Central,On Time,20,1
101823,2026-05-05,Thu,W3,Scheduled,West,On Time,29,1
101824,2026-05-05,Thu,W3,Scheduled,Central,On Time,27,1
101825,2026-05-05,Thu,W3,Scheduled,South,On Time,26,1
101826,2026-05-05,Thu,W3,Scheduled,Central,On Time,22,1
101827,2026-05-05,Thu,W3,Scheduled,Central,On Time,18,1
101828,2026-05-05,Thu,W3,Scheduled,North,On Time,20,1
101829,2026-05-05,Thu,W3,Scheduled,Central,On Time,23,1
101830,2026-05-05,Thu,W3,Scheduled,North,On Time,29,1
101831,2026-05-05,Thu,W3,Scheduled,West,On Time,26,1
101832,2026-05-05,Thu,W3,Scheduled,West,On Time,28,1
101833,2026-05-05,Thu,W3,Scheduled,Central,On Time,20,1
101834,2026-05-05,Thu,W3,Scheduled,East,On Time,24,1
101835,2026-05-05,Thu,W3,Scheduled,North,On Time,26,1
101836,2026-05-05,Thu,W3,Scheduled,South,On Time,20,1
101837,2026-05-05,Thu,W3,On-Demand,South,Late,46,0
101838,2026-05-05,Thu,W3,On-Demand,West,On Time,27,1
101839,2026-05-05,Thu,W3,On-Demand,Central,On Time,26,1
101840,2026-05-05,Thu,W3,On-Demand,North,On Time,22,1
101841,2026-05-05,Thu,W3,On-Demand,North,On Time,27,1
101842,2026-05-05,Thu,W3,On-Demand,West,On Time,21,1
101843,2026-05-05,Thu,W3,On-Demand,West,Cancelled,0,0
101844,2026-05-05,Thu,W3,On-Demand,East,On Time,18,1
101845,2026-05-05,Thu,W3,On-Demand,East,On Time,24,1
101846,2026-05-05,Thu,W3,On-Demand,Central,On Time,18,1
101847,2026-05-05,Thu,W3,On-Demand,North,On Time,18,1
101848,2026-05-05,Thu,W3,On-Demand,South,On Time,19,1
101849,2026-05-05,Thu,W3,On-Demand,South,Late,54,0
101850,2026-05-05,Thu,W3,On-Demand,South,On Time,21,1
101851,2026-05-06,Fri,W3,Scheduled,Central,On Time,21,1
101852,2026-05-06,Fri,W3,Scheduled,Central,On Time,20,1
101853,2026-05-06,Fri,W3,Scheduled,North,On Time,24,1
101854,2026-05-06,Fri,W3,Scheduled,East,On Time,27,1
101855,2026-05-06,Fri,W3,Scheduled,West,On Time,29,1
101856,2026-05-06,Fri,W3,Scheduled,South,On Time,20,1
101857,2026-05-06,Fri,W3,Scheduled,East,On Time,26,1
101858,2026-05-06,Fri,W3,Scheduled,Central,On Time,26,1
101859,2026-05-06,Fri,W3,Scheduled,East,On Time,23,1
101860,2026-05-06,Fri,W3,Scheduled,East,On Time,23,1
101861,2026-05-06,Fri,W3,Scheduled,West,On Time,28,1
101862,2026-05-06,Fri,W3,Scheduled,Central,On Time,23,1
101863,2026-05-06,Fri,W3,Scheduled,South,On Time,26,1
101864,2026-05-06,Fri,W3,Scheduled,East,On Time,26,1
101865,2026-05-06,Fri,W3,Scheduled,West,On Time,25,1
101866,2026-05-06,Fri,W3,Scheduled,North,On Time,18,1
101867,2026-05-06,Fri,W3,Scheduled,Central,Rescheduled,0,0
101868,2026-05-06,Fri,W3,Scheduled,North,On Time,22,1
101869,2026-05-06,Fri,W3,Scheduled,South,On Time,21,1
101870,2026-05-06,Fri,W3,Scheduled,East,On Time,18,1
101871,2026-05-06,Fri,W3,Scheduled,Central,On Time,26,1
101872,2026-05-06,Fri,W3,Scheduled,South,On Time,27,1
101873,2026-05-06,Fri,W3,Scheduled,East,On Time,25,1
101874,2026-05-06,Fri,W3,Scheduled,East,On Time,22,1
101875,2026-05-06,Fri,W3,Scheduled,South,On Time,21,1
101876,2026-05-06,Fri,W3,Scheduled,North,On Time,22,1
101877,2026-05-06,Fri,W3,Scheduled,South,On Time,27,1
101878,2026-05-06,Fri,W3,Scheduled,East,On Time,29,1
101879,2026-05-06,Fri,W3,Scheduled,West,On Time,20,1
101880,2026-05-06,Fri,W3,Scheduled,Central,On Time,29,1
101881,2026-05-06,Fri,W3,Scheduled,Central,On Time,19,1
101882,2026-05-06,Fri,W3,Scheduled,Central,On Time,18,1
101883,2026-05-06,Fri,W3,Scheduled,North,On Time,30,1
101884,2026-05-06,Fri,W3,Scheduled,East,On Time,23,1
101885,2026-05-06,Fri,W3,Scheduled,West,On Time,24,1
101886,2026-05-06,Fri,W3,Scheduled,South,On Time,19,1
101887,2026-05-06,Fri,W3,Scheduled,North,On Time,27,1
101888,2026-05-06,Fri,W3,Scheduled,West,On Time,28,1
101889,2026-05-06,Fri,W3,Scheduled,North,On Time,26,1
101890,2026-05-06,Fri,W3,Scheduled,South,On Time,27,1
101891,2026-05-06,Fri,W3,Scheduled,South,On Time,29,1
101892,2026-05-06,Fri,W3,Scheduled,West,On Time,28,1
101893,2026-05-06,Fri,W3,Scheduled,Central,Rescheduled,0,0
101894,2026-05-06,Fri,W3,Scheduled,West,On Time,21,1
101895,2026-05-06,Fri,W3,Scheduled,South,On Time,24,1
101896,2026-05-06,Fri,W3,Scheduled,West,On Time,19,1
101897,2026-05-06,Fri,W3,Scheduled,Central,On Time,18,1
101898,2026-05-06,Fri,W3,Scheduled,West,On Time,19,1
101899,2026-05-06,Fri,W3,Scheduled,South,On Time,30,1
101900,2026-05-06,Fri,W3,Scheduled,Central,On Time,25,1
101901,2026-05-06,Fri,W3,Scheduled,Central,On Time,24,1
101902,2026-05-06,Fri,W3,Scheduled,Central,On Time,27,1
101903,2026-05-06,Fri,W3,Scheduled,East,On Time,19,1
101904,2026-05-06,Fri,W3,Scheduled,Central,On Time,23,1
101905,2026-05-06,Fri,W3,Scheduled,West,On Time,28,1
101906,2026-05-06,Fri,W3,Scheduled,South,On Time,23,1
101907,2026-05-06,Fri,W3,Scheduled,North,On Time,27,1
101908,2026-05-06,Fri,W3,Scheduled,East,On Time,20,1
101909,2026-05-06,Fri,W3,Scheduled,West,On Time,30,1
101910,2026-05-06,Fri,W3,Scheduled,North,On Time,25,1
101911,2026-05-06,Fri,W3,Scheduled,South,On Time,21,1
101912,2026-05-06,Fri,W3,Scheduled,North,On Time,20,1
101913,2026-05-06,Fri,W3,Scheduled,South,On Time,18,1
101914,2026-05-06,Fri,W3,Scheduled,East,On Time,20,1
101915,2026-05-06,Fri,W3,Scheduled,North,On Time,29,1
101916,2026-05-06,Fri,W3,Scheduled,North,On Time,25,1
101917,2026-05-06,Fri,W3,Scheduled,Central,On Time,29,1
101918,2026-05-06,Fri,W3,Scheduled,Central,On Time,26,1
101919,2026-05-06,Fri,W3,Scheduled,West,On Time,26,1
101920,2026-05-06,Fri,W3,Scheduled,North,On Time,20,1
101921,2026-05-06,Fri,W3,Scheduled,Central,On Time,28,1
101922,2026-05-06,Fri,W3,Scheduled,North,On Time,20,1
101923,2026-05-06,Fri,W3,Scheduled,Central,On Time,30,1
101924,2026-05-06,Fri,W3,Scheduled,North,On Time,25,1
101925,2026-05-06,Fri,W3,Scheduled,East,On Time,28,1
101926,2026-05-06,Fri,W3,Scheduled,East,On Time,28,1
101927,2026-05-06,Fri,W3,Scheduled,East,On Time,18,1
101928,2026-05-06,Fri,W3,Scheduled,West,On Time,28,1
101929,2026-05-06,Fri,W3,Scheduled,Central,On Time,24,1
101930,2026-05-06,Fri,W3,Scheduled,West,Late,41,0
101931,2026-05-06,Fri,W3,Scheduled,North,On Time,26,1
101932,2026-05-06,Fri,W3,Scheduled,West,On Time,26,1
101933,2026-05-06,Fri,W3,Scheduled,North,On Time,29,1
101934,2026-05-06,Fri,W3,Scheduled,East,On Time,26,1
101935,2026-05-06,Fri,W3,Scheduled,South,On Time,24,1
101936,2026-05-06,Fri,W3,Scheduled,East,On Time,28,1
101937,2026-05-06,Fri,W3,Scheduled,South,On Time,22,1
101938,2026-05-06,Fri,W3,Scheduled,East,Cancelled,0,0
101939,2026-05-06,Fri,W3,Scheduled,East,On Time,28,1
101940,2026-05-06,Fri,W3,Scheduled,Central,On Time,18,1
101941,2026-05-06,Fri,W3,Scheduled,South,On Time,21,1
101942,2026-05-06,Fri,W3,Scheduled,South,On Time,24,1
101943,2026-05-06,Fri,W3,Scheduled,Central,On Time,24,1
101944,2026-05-06,Fri,W3,Scheduled,South,Rescheduled,0,0
101945,2026-05-06,Fri,W3,Scheduled,South,On Time,27,1
101946,2026-05-06,Fri,W3,Scheduled,Central,On Time,22,1
101947,2026-05-06,Fri,W3,Scheduled,South,On Time,26,1
101948,2026-05-06,Fri,W3,Scheduled,Central,On Time,20,1
101949,2026-05-06,Fri,W3,Scheduled,South,On Time,30,1
101950,2026-05-06,Fri,W3,Scheduled,Central,On Time,22,1
101951,2026-05-06,Fri,W3,On-Demand,South,Late,55,0
101952,2026-05-06,Fri,W3,On-Demand,South,On Time,27,1
101953,2026-05-06,Fri,W3,On-Demand,Central,On Time,26,1
101954,2026-05-06,Fri,W3,On-Demand,South,Late,41,0
101955,2026-05-06,Fri,W3,On-Demand,East,On Time,30,1
101956,2026-05-06,Fri,W3,On-Demand,West,On Time,24,1
101957,2026-05-06,Fri,W3,On-Demand,East,On Time,29,1
101958,2026-05-06,Fri,W3,On-Demand,North,On Time,21,1
101959,2026-05-06,Fri,W3,On-Demand,Central,On Time,18,1
101960,2026-05-06,Fri,W3,On-Demand,Central,On Time,27,1
101961,2026-05-06,Fri,W3,On-Demand,South,On Time,27,1
101962,2026-05-06,Fri,W3,On-Demand,East,On Time,18,1
101963,2026-05-06,Fri,W3,On-Demand,West,On Time,30,1
101964,2026-05-06,Fri,W3,On-Demand,West,On Time,27,1
101965,2026-05-06,Fri,W3,On-Demand,South,On Time,23,1
101966,2026-05-06,Fri,W3,On-Demand,West,On Time,25,1
101967,2026-05-07,Sat,W3,Scheduled,South,On Time,21,1
101968,2026-05-07,Sat,W3,Scheduled,North,On Time,30,1
101969,2026-05-07,Sat,W3,Scheduled,South,On Time,24,1
101970,2026-05-07,Sat,W3,Scheduled,South,On Time,21,1
101971,2026-05-07,Sat,W3,Scheduled,Central,On Time,25,1
101972,2026-05-07,Sat,W3,Scheduled,West,On Time,23,1
101973,2026-05-07,Sat,W3,Scheduled,West,On Time,24,1
101974,2026-05-07,Sat,W3,Scheduled,West,On Time,27,1
101975,2026-05-07,Sat,W3,Scheduled,Central,On Time,24,1
101976,2026-05-07,Sat,W3,Scheduled,Central,On Time,27,1
101977,2026-05-07,Sat,W3,Scheduled,North,On Time,28,1
101978,2026-05-07,Sat,W3,Scheduled,West,On Time,25,1
101979,2026-05-07,Sat,W3,Scheduled,South,On Time,18,1
101980,2026-05-07,Sat,W3,Scheduled,North,On Time,24,1
101981,2026-05-07,Sat,W3,Scheduled,North,On Time,26,1
101982,2026-05-07,Sat,W3,Scheduled,West,On Time,25,1
101983,2026-05-07,Sat,W3,Scheduled,East,On Time,30,1
101984,2026-05-07,Sat,W3,Scheduled,East,On Time,24,1
101985,2026-05-07,Sat,W3,Scheduled,Central,On Time,18,1
101986,2026-05-07,Sat,W3,Scheduled,West,On Time,25,1
101987,2026-05-07,Sat,W3,Scheduled,North,On Time,26,1
101988,2026-05-07,Sat,W3,Scheduled,Central,On Time,27,1
101989,2026-05-07,Sat,W3,Scheduled,East,On Time,24,1
101990,2026-05-07,Sat,W3,Scheduled,West,On Time,20,1
101991,2026-05-07,Sat,W3,Scheduled,South,On Time,29,1
101992,2026-05-07,Sat,W3,Scheduled,East,On Time,19,1
101993,2026-05-07,Sat,W3,Scheduled,South,On Time,28,1
101994,2026-05-07,Sat,W3,Scheduled,North,On Time,19,1
101995,2026-05-07,Sat,W3,Scheduled,East,On Time,25,1
101996,2026-05-07,Sat,W3,Scheduled,West,On Time,29,1
101997,2026-05-07,Sat,W3,Scheduled,Central,On Time,26,1
101998,2026-05-07,Sat,W3,Scheduled,North,Late,43,0
101999,2026-05-07,Sat,W3,Scheduled,Central,On Time,23,1
102000,2026-05-07,Sat,W3,Scheduled,South,On Time,20,1
102001,2026-05-07,Sat,W3,Scheduled,North,On Time,20,1
102002,2026-05-07,Sat,W3,Scheduled,West,On Time,22,1
102003,2026-05-07,Sat,W3,Scheduled,North,On Time,20,1
102004,2026-05-07,Sat,W3,Scheduled,North,On Time,21,1
102005,2026-05-07,Sat,W3,Scheduled,North,On Time,22,1
102006,2026-05-07,Sat,W3,Scheduled,Central,On Time,25,1
102007,2026-05-07,Sat,W3,Scheduled,West,On Time,27,1
102008,2026-05-07,Sat,W3,Scheduled,West,On Time,27,1
102009,2026-05-07,Sat,W3,Scheduled,North,On Time,25,1
102010,2026-05-07,Sat,W3,Scheduled,South,On Time,18,1
102011,2026-05-07,Sat,W3,Scheduled,Central,On Time,22,1
102012,2026-05-07,Sat,W3,Scheduled,North,On Time,21,1
102013,2026-05-07,Sat,W3,Scheduled,East,On Time,18,1
102014,2026-05-07,Sat,W3,Scheduled,Central,On Time,18,1
102015,2026-05-07,Sat,W3,Scheduled,East,On Time,22,1
102016,2026-05-07,Sat,W3,Scheduled,North,On Time,18,1
102017,2026-05-07,Sat,W3,Scheduled,South,On Time,20,1
102018,2026-05-07,Sat,W3,Scheduled,Central,On Time,27,1
102019,2026-05-07,Sat,W3,Scheduled,South,On Time,26,1
102020,2026-05-07,Sat,W3,Scheduled,East,Rescheduled,0,0
102021,2026-05-07,Sat,W3,Scheduled,East,On Time,19,1
102022,2026-05-07,Sat,W3,Scheduled,North,On Time,24,1
102023,2026-05-07,Sat,W3,Scheduled,North,On Time,26,1
102024,2026-05-07,Sat,W3,Scheduled,North,On Time,20,1
102025,2026-05-07,Sat,W3,Scheduled,East,On Time,22,1
102026,2026-05-07,Sat,W3,Scheduled,South,On Time,26,1
102027,2026-05-07,Sat,W3,Scheduled,North,On Time,27,1
102028,2026-05-07,Sat,W3,Scheduled,Central,On Time,29,1
102029,2026-05-07,Sat,W3,Scheduled,Central,Late,53,0
102030,2026-05-07,Sat,W3,Scheduled,East,On Time,29,1
102031,2026-05-07,Sat,W3,Scheduled,East,On Time,23,1
